"day","month","year","site","habitat","common_name","scientific_name","count"
24,5,1999,"C","pool","Fathead Minnow","Pimephales promelas",0
24,5,1999,"C","pool","Green Sunfish","Lepomis cyanellus",0
24,5,1999,"C","pool","Johnny Darter","Etheostoma nigrum",0
24,5,1999,"C","pool","Longear Sunfish","Lepomis megalotis",0
24,5,1999,"C","pool","Orangespotted Sunfish","Lepomis humilis",0
24,5,1999,"C","pool","Orangethroated Darter","Etheostoma spectabile",8
24,5,1999,"C","pool","Red Shiner","Cyprinella lutrensis",0
24,5,1999,"C","pool","Ringed Crayfish","Orconectes neglectus",0
24,5,1999,"C","pool","Sand Shiner","Notropis stramineus",0
24,5,1999,"C","pool","Slender Madtom","Noturus exilis",0
24,5,1999,"C","pool","Southern Redbelly Dace","Phoxinus erythrogaster",13
24,5,1999,"C","pool","Suckermouth Minnows","Phenocobius mirabilis",0
24,5,1999,"C","pool","Water Nymph Crayfish","Orconectes nais",0
24,5,1999,"C","pool","Western Mosquitofish","Gambusia affinis",0
24,5,1999,"C","pool","White Sucker","Catostomus commersoni",0
24,5,1999,"D","pool","Bluegill","Lepomis macrochirus",0
24,5,1999,"D","pool","Bluntnose Minnow","Pimephales notatus",0
24,5,1999,"D","pool","Carmine Shiner","Notropis percobromus",0
24,5,1999,"D","pool","Central Stoneroller","Campostoma anamolum",4
24,5,1999,"D","pool","Common Shiner","Luxilus cornutus",0
24,5,1999,"D","pool","Creek Chub","Semotilis atromaculatus",0
24,5,1999,"D","pool","Fathead Minnow","Pimephales promelas",0
24,5,1999,"D","pool","Green Sunfish","Lepomis cyanellus",0
24,5,1999,"D","pool","Johnny Darter","Etheostoma nigrum",0
24,5,1999,"D","pool","Longear Sunfish","Lepomis megalotis",0
24,5,1999,"D","pool","Orangespotted Sunfish","Lepomis humilis",0
24,5,1999,"D","pool","Orangethroated Darter","Etheostoma spectabile",0
24,5,1999,"D","pool","Red Shiner","Cyprinella lutrensis",0
24,5,1999,"D","pool","Ringed Crayfish","Orconectes neglectus",0
24,5,1999,"D","pool","Sand Shiner","Notropis stramineus",0
24,5,1999,"D","pool","Slender Madtom","Noturus exilis",0
24,5,1999,"D","pool","Southern Redbelly Dace","Phoxinus erythrogaster",0
24,5,1999,"D","pool","Suckermouth Minnows","Phenocobius mirabilis",0
24,5,1999,"D","pool","Water Nymph Crayfish","Orconectes nais",0
24,5,1999,"D","pool","Western Mosquitofish","Gambusia affinis",0
24,5,1999,"D","pool","White Sucker","Catostomus commersoni",0
25,5,1999,"B","pool","Bluegill","Lepomis macrochirus",0
25,5,1999,"B","pool","Bluntnose Minnow","Pimephales notatus",0
25,5,1999,"B","pool","Carmine Shiner","Notropis percobromus",0
25,5,1999,"B","pool","Central Stoneroller","Campostoma anamolum",69
25,5,1999,"B","pool","Common Shiner","Luxilus cornutus",0
25,5,1999,"B","pool","Creek Chub","Semotilis atromaculatus",0
25,5,1999,"B","pool","Fathead Minnow","Pimephales promelas",0
25,5,1999,"B","pool","Green Sunfish","Lepomis cyanellus",0
25,5,1999,"B","pool","Johnny Darter","Etheostoma nigrum",0
25,5,1999,"B","pool","Longear Sunfish","Lepomis megalotis",0
25,5,1999,"B","pool","Orangespotted Sunfish","Lepomis humilis",0
25,5,1999,"B","pool","Orangethroated Darter","Etheostoma spectabile",6
25,5,1999,"B","pool","Red Shiner","Cyprinella lutrensis",0
25,5,1999,"B","pool","Ringed Crayfish","Orconectes neglectus",0
25,5,1999,"B","pool","Sand Shiner","Notropis stramineus",0
25,5,1999,"B","pool","Slender Madtom","Noturus exilis",0
25,5,1999,"B","pool","Southern Redbelly Dace","Phoxinus erythrogaster",86
25,5,1999,"B","pool","Suckermouth Minnows","Phenocobius mirabilis",0
25,5,1999,"B","pool","Water Nymph Crayfish","Orconectes nais",0
25,5,1999,"B","pool","Western Mosquitofish","Gambusia affinis",0
25,5,1999,"B","pool","White Sucker","Catostomus commersoni",0
25,5,1999,"B","riffle","Bluegill","Lepomis macrochirus",0
25,5,1999,"B","riffle","Bluntnose Minnow","Pimephales notatus",0
25,5,1999,"B","riffle","Carmine Shiner","Notropis percobromus",0
25,5,1999,"B","riffle","Central Stoneroller","Campostoma anamolum",30
25,5,1999,"B","riffle","Common Shiner","Luxilus cornutus",0
25,5,1999,"B","riffle","Creek Chub","Semotilis atromaculatus",0
25,5,1999,"B","riffle","Fathead Minnow","Pimephales promelas",0
25,5,1999,"B","riffle","Green Sunfish","Lepomis cyanellus",0
25,5,1999,"B","riffle","Johnny Darter","Etheostoma nigrum",0
25,5,1999,"B","riffle","Longear Sunfish","Lepomis megalotis",0
25,5,1999,"B","riffle","Orangespotted Sunfish","Lepomis humilis",0
25,5,1999,"B","riffle","Orangethroated Darter","Etheostoma spectabile",17
25,5,1999,"B","riffle","Red Shiner","Cyprinella lutrensis",0
25,5,1999,"B","riffle","Ringed Crayfish","Orconectes neglectus",0
25,5,1999,"B","riffle","Sand Shiner","Notropis stramineus",0
25,5,1999,"B","riffle","Slender Madtom","Noturus exilis",0
25,5,1999,"B","riffle","Southern Redbelly Dace","Phoxinus erythrogaster",4
25,5,1999,"B","riffle","Suckermouth Minnows","Phenocobius mirabilis",0
25,5,1999,"B","riffle","Water Nymph Crayfish","Orconectes nais",0
25,5,1999,"B","riffle","Western Mosquitofish","Gambusia affinis",0
25,5,1999,"B","riffle","White Sucker","Catostomus commersoni",0
26,5,1999,"A","pool","Bluegill","Lepomis macrochirus",0
26,5,1999,"A","pool","Bluntnose Minnow","Pimephales notatus",0
26,5,1999,"A","pool","Carmine Shiner","Notropis percobromus",0
26,5,1999,"A","pool","Central Stoneroller","Campostoma anamolum",18
26,5,1999,"A","pool","Common Shiner","Luxilus cornutus",0
26,5,1999,"A","pool","Creek Chub","Semotilis atromaculatus",0
26,5,1999,"A","pool","Fathead Minnow","Pimephales promelas",1
26,5,1999,"A","pool","Green Sunfish","Lepomis cyanellus",0
26,5,1999,"A","pool","Johnny Darter","Etheostoma nigrum",0
26,5,1999,"A","pool","Longear Sunfish","Lepomis megalotis",0
26,5,1999,"A","pool","Orangespotted Sunfish","Lepomis humilis",0
26,5,1999,"A","pool","Orangethroated Darter","Etheostoma spectabile",20
26,5,1999,"A","pool","Red Shiner","Cyprinella lutrensis",0
26,5,1999,"A","pool","Ringed Crayfish","Orconectes neglectus",0
26,5,1999,"A","pool","Sand Shiner","Notropis stramineus",0
26,5,1999,"A","pool","Slender Madtom","Noturus exilis",0
26,5,1999,"A","pool","Southern Redbelly Dace","Phoxinus erythrogaster",68
26,5,1999,"A","pool","Suckermouth Minnows","Phenocobius mirabilis",0
26,5,1999,"A","pool","Water Nymph Crayfish","Orconectes nais",0
26,5,1999,"A","pool","Western Mosquitofish","Gambusia affinis",0
26,5,1999,"A","pool","White Sucker","Catostomus commersoni",0
26,5,1999,"A","riffle","Bluegill","Lepomis macrochirus",0
26,5,1999,"A","riffle","Bluntnose Minnow","Pimephales notatus",0
26,5,1999,"A","riffle","Carmine Shiner","Notropis percobromus",0
26,5,1999,"A","riffle","Central Stoneroller","Campostoma anamolum",35
26,5,1999,"A","riffle","Common Shiner","Luxilus cornutus",0
26,5,1999,"A","riffle","Creek Chub","Semotilis atromaculatus",0
26,5,1999,"A","riffle","Fathead Minnow","Pimephales promelas",0
26,5,1999,"A","riffle","Green Sunfish","Lepomis cyanellus",0
26,5,1999,"A","riffle","Johnny Darter","Etheostoma nigrum",0
26,5,1999,"A","riffle","Longear Sunfish","Lepomis megalotis",0
26,5,1999,"A","riffle","Orangespotted Sunfish","Lepomis humilis",0
26,5,1999,"A","riffle","Orangethroated Darter","Etheostoma spectabile",20
26,5,1999,"A","riffle","Red Shiner","Cyprinella lutrensis",0
26,5,1999,"A","riffle","Ringed Crayfish","Orconectes neglectus",0
26,5,1999,"A","riffle","Sand Shiner","Notropis stramineus",0
26,5,1999,"A","riffle","Slender Madtom","Noturus exilis",0
26,5,1999,"A","riffle","Southern Redbelly Dace","Phoxinus erythrogaster",67
26,5,1999,"A","riffle","Suckermouth Minnows","Phenocobius mirabilis",0
26,5,1999,"A","riffle","Water Nymph Crayfish","Orconectes nais",0
26,5,1999,"A","riffle","Western Mosquitofish","Gambusia affinis",0
26,5,1999,"A","riffle","White Sucker","Catostomus commersoni",0
11,8,1999,"A","pool","Bluegill","Lepomis macrochirus",0
11,8,1999,"A","pool","Bluntnose Minnow","Pimephales notatus",0
11,8,1999,"A","pool","Carmine Shiner","Notropis percobromus",0
11,8,1999,"A","pool","Central Stoneroller","Campostoma anamolum",37
11,8,1999,"A","pool","Common Shiner","Luxilus cornutus",0
11,8,1999,"A","pool","Creek Chub","Semotilis atromaculatus",23
11,8,1999,"A","pool","Fathead Minnow","Pimephales promelas",0
11,8,1999,"A","pool","Green Sunfish","Lepomis cyanellus",2
11,8,1999,"A","pool","Johnny Darter","Etheostoma nigrum",0
11,8,1999,"A","pool","Longear Sunfish","Lepomis megalotis",0
11,8,1999,"A","pool","Orangespotted Sunfish","Lepomis humilis",0
11,8,1999,"A","pool","Orangethroated Darter","Etheostoma spectabile",1
11,8,1999,"A","pool","Red Shiner","Cyprinella lutrensis",0
11,8,1999,"A","pool","Ringed Crayfish","Orconectes neglectus",0
11,8,1999,"A","pool","Sand Shiner","Notropis stramineus",0
11,8,1999,"A","pool","Slender Madtom","Noturus exilis",0
11,8,1999,"A","pool","Southern Redbelly Dace","Phoxinus erythrogaster",12
11,8,1999,"A","pool","Suckermouth Minnows","Phenocobius mirabilis",0
11,8,1999,"A","pool","Water Nymph Crayfish","Orconectes nais",0
11,8,1999,"A","pool","Western Mosquitofish","Gambusia affinis",0
11,8,1999,"A","pool","White Sucker","Catostomus commersoni",10
11,8,1999,"A","riffle","Bluegill","Lepomis macrochirus",0
11,8,1999,"A","riffle","Bluntnose Minnow","Pimephales notatus",0
11,8,1999,"A","riffle","Carmine Shiner","Notropis percobromus",0
11,8,1999,"A","riffle","Central Stoneroller","Campostoma anamolum",0
11,8,1999,"A","riffle","Common Shiner","Luxilus cornutus",0
11,8,1999,"A","riffle","Creek Chub","Semotilis atromaculatus",0
11,8,1999,"A","riffle","Fathead Minnow","Pimephales promelas",0
11,8,1999,"A","riffle","Green Sunfish","Lepomis cyanellus",0
11,8,1999,"A","riffle","Johnny Darter","Etheostoma nigrum",0
11,8,1999,"A","riffle","Longear Sunfish","Lepomis megalotis",0
11,8,1999,"A","riffle","Orangespotted Sunfish","Lepomis humilis",0
11,8,1999,"A","riffle","Orangethroated Darter","Etheostoma spectabile",18
11,8,1999,"A","riffle","Red Shiner","Cyprinella lutrensis",0
11,8,1999,"A","riffle","Ringed Crayfish","Orconectes neglectus",0
11,8,1999,"A","riffle","Sand Shiner","Notropis stramineus",0
11,8,1999,"A","riffle","Slender Madtom","Noturus exilis",0
11,8,1999,"A","riffle","Southern Redbelly Dace","Phoxinus erythrogaster",0
11,8,1999,"A","riffle","Suckermouth Minnows","Phenocobius mirabilis",0
11,8,1999,"A","riffle","Water Nymph Crayfish","Orconectes nais",0
11,8,1999,"A","riffle","Western Mosquitofish","Gambusia affinis",0
11,8,1999,"A","riffle","White Sucker","Catostomus commersoni",0
12,8,1999,"D","pool","Bluegill","Lepomis macrochirus",0
12,8,1999,"D","pool","Bluntnose Minnow","Pimephales notatus",0
12,8,1999,"D","pool","Carmine Shiner","Notropis percobromus",0
12,8,1999,"D","pool","Central Stoneroller","Campostoma anamolum",247
12,8,1999,"D","pool","Common Shiner","Luxilus cornutus",0
12,8,1999,"D","pool","Creek Chub","Semotilis atromaculatus",55
12,8,1999,"D","pool","Fathead Minnow","Pimephales promelas",0
12,8,1999,"D","pool","Green Sunfish","Lepomis cyanellus",0
12,8,1999,"D","pool","Johnny Darter","Etheostoma nigrum",0
12,8,1999,"D","pool","Longear Sunfish","Lepomis megalotis",0
12,8,1999,"D","pool","Orangespotted Sunfish","Lepomis humilis",0
12,8,1999,"D","pool","Orangethroated Darter","Etheostoma spectabile",1
12,8,1999,"D","pool","Red Shiner","Cyprinella lutrensis",0
12,8,1999,"D","pool","Ringed Crayfish","Orconectes neglectus",0
12,8,1999,"D","pool","Sand Shiner","Notropis stramineus",0
12,8,1999,"D","pool","Slender Madtom","Noturus exilis",0
12,8,1999,"D","pool","Southern Redbelly Dace","Phoxinus erythrogaster",0
12,8,1999,"D","pool","Suckermouth Minnows","Phenocobius mirabilis",0
12,8,1999,"D","pool","Water Nymph Crayfish","Orconectes nais",0
12,8,1999,"D","pool","Western Mosquitofish","Gambusia affinis",0
12,8,1999,"D","pool","White Sucker","Catostomus commersoni",0
13,8,1999,"C","pool","Bluegill","Lepomis macrochirus",0
13,8,1999,"C","pool","Bluntnose Minnow","Pimephales notatus",0
13,8,1999,"C","pool","Carmine Shiner","Notropis percobromus",0
13,8,1999,"C","pool","Central Stoneroller","Campostoma anamolum",19
13,8,1999,"C","pool","Common Shiner","Luxilus cornutus",0
13,8,1999,"C","pool","Creek Chub","Semotilis atromaculatus",0
13,8,1999,"C","pool","Fathead Minnow","Pimephales promelas",0
13,8,1999,"C","pool","Green Sunfish","Lepomis cyanellus",0
13,8,1999,"C","pool","Johnny Darter","Etheostoma nigrum",0
13,8,1999,"C","pool","Longear Sunfish","Lepomis megalotis",0
13,8,1999,"C","pool","Orangespotted Sunfish","Lepomis humilis",0
13,8,1999,"C","pool","Orangethroated Darter","Etheostoma spectabile",1
13,8,1999,"C","pool","Red Shiner","Cyprinella lutrensis",0
13,8,1999,"C","pool","Ringed Crayfish","Orconectes neglectus",0
13,8,1999,"C","pool","Sand Shiner","Notropis stramineus",0
13,8,1999,"C","pool","Slender Madtom","Noturus exilis",0
13,8,1999,"C","pool","Southern Redbelly Dace","Phoxinus erythrogaster",54
13,8,1999,"C","pool","Suckermouth Minnows","Phenocobius mirabilis",0
13,8,1999,"C","pool","Water Nymph Crayfish","Orconectes nais",0
13,8,1999,"C","pool","Western Mosquitofish","Gambusia affinis",0
13,8,1999,"C","pool","White Sucker","Catostomus commersoni",0
6,11,1999,"A","pool","Bluegill","Lepomis macrochirus",0
6,11,1999,"A","pool","Bluntnose Minnow","Pimephales notatus",1
6,11,1999,"A","pool","Carmine Shiner","Notropis percobromus",0
6,11,1999,"A","pool","Central Stoneroller","Campostoma anamolum",238
6,11,1999,"A","pool","Common Shiner","Luxilus cornutus",2
6,11,1999,"A","pool","Creek Chub","Semotilis atromaculatus",52
6,11,1999,"A","pool","Fathead Minnow","Pimephales promelas",0
6,11,1999,"A","pool","Green Sunfish","Lepomis cyanellus",12
6,11,1999,"A","pool","Johnny Darter","Etheostoma nigrum",1
6,11,1999,"A","pool","Longear Sunfish","Lepomis megalotis",0
6,11,1999,"A","pool","Orangespotted Sunfish","Lepomis humilis",0
6,11,1999,"A","pool","Orangethroated Darter","Etheostoma spectabile",22
6,11,1999,"A","pool","Red Shiner","Cyprinella lutrensis",1
6,11,1999,"A","pool","Ringed Crayfish","Orconectes neglectus",0
6,11,1999,"A","pool","Sand Shiner","Notropis stramineus",0
6,11,1999,"A","pool","Slender Madtom","Noturus exilis",0
6,11,1999,"A","pool","Southern Redbelly Dace","Phoxinus erythrogaster",262
6,11,1999,"A","pool","Suckermouth Minnows","Phenocobius mirabilis",0
6,11,1999,"A","pool","Water Nymph Crayfish","Orconectes nais",0
6,11,1999,"A","pool","Western Mosquitofish","Gambusia affinis",0
6,11,1999,"A","pool","White Sucker","Catostomus commersoni",9
6,11,1999,"A","riffle","Bluegill","Lepomis macrochirus",0
6,11,1999,"A","riffle","Bluntnose Minnow","Pimephales notatus",0
6,11,1999,"A","riffle","Carmine Shiner","Notropis percobromus",0
6,11,1999,"A","riffle","Central Stoneroller","Campostoma anamolum",5
6,11,1999,"A","riffle","Common Shiner","Luxilus cornutus",0
6,11,1999,"A","riffle","Creek Chub","Semotilis atromaculatus",6
6,11,1999,"A","riffle","Fathead Minnow","Pimephales promelas",0
6,11,1999,"A","riffle","Green Sunfish","Lepomis cyanellus",0
6,11,1999,"A","riffle","Johnny Darter","Etheostoma nigrum",0
6,11,1999,"A","riffle","Longear Sunfish","Lepomis megalotis",0
6,11,1999,"A","riffle","Orangespotted Sunfish","Lepomis humilis",0
6,11,1999,"A","riffle","Orangethroated Darter","Etheostoma spectabile",104
6,11,1999,"A","riffle","Red Shiner","Cyprinella lutrensis",0
6,11,1999,"A","riffle","Ringed Crayfish","Orconectes neglectus",0
6,11,1999,"A","riffle","Sand Shiner","Notropis stramineus",0
6,11,1999,"A","riffle","Slender Madtom","Noturus exilis",0
6,11,1999,"A","riffle","Southern Redbelly Dace","Phoxinus erythrogaster",10
6,11,1999,"A","riffle","Suckermouth Minnows","Phenocobius mirabilis",0
6,11,1999,"A","riffle","Water Nymph Crayfish","Orconectes nais",0
6,11,1999,"A","riffle","Western Mosquitofish","Gambusia affinis",0
6,11,1999,"A","riffle","White Sucker","Catostomus commersoni",0
10,11,1999,"D","pool","Bluegill","Lepomis macrochirus",0
10,11,1999,"D","pool","Bluntnose Minnow","Pimephales notatus",0
10,11,1999,"D","pool","Carmine Shiner","Notropis percobromus",0
10,11,1999,"D","pool","Central Stoneroller","Campostoma anamolum",217
10,11,1999,"D","pool","Common Shiner","Luxilus cornutus",0
10,11,1999,"D","pool","Creek Chub","Semotilis atromaculatus",76
10,11,1999,"D","pool","Fathead Minnow","Pimephales promelas",0
10,11,1999,"D","pool","Green Sunfish","Lepomis cyanellus",0
10,11,1999,"D","pool","Johnny Darter","Etheostoma nigrum",0
10,11,1999,"D","pool","Longear Sunfish","Lepomis megalotis",0
10,11,1999,"D","pool","Orangespotted Sunfish","Lepomis humilis",0
10,11,1999,"D","pool","Orangethroated Darter","Etheostoma spectabile",0
10,11,1999,"D","pool","Red Shiner","Cyprinella lutrensis",0
10,11,1999,"D","pool","Ringed Crayfish","Orconectes neglectus",0
10,11,1999,"D","pool","Sand Shiner","Notropis stramineus",0
10,11,1999,"D","pool","Slender Madtom","Noturus exilis",0
10,11,1999,"D","pool","Southern Redbelly Dace","Phoxinus erythrogaster",0
10,11,1999,"D","pool","Suckermouth Minnows","Phenocobius mirabilis",0
10,11,1999,"D","pool","Water Nymph Crayfish","Orconectes nais",0
10,11,1999,"D","pool","Western Mosquitofish","Gambusia affinis",0
10,11,1999,"D","pool","White Sucker","Catostomus commersoni",0
12,11,1999,"C","pool","Bluegill","Lepomis macrochirus",0
12,11,1999,"C","pool","Bluntnose Minnow","Pimephales notatus",0
12,11,1999,"C","pool","Carmine Shiner","Notropis percobromus",0
12,11,1999,"C","pool","Central Stoneroller","Campostoma anamolum",19
12,11,1999,"C","pool","Common Shiner","Luxilus cornutus",0
